ID,NAME,PARENT_ID,LOGIN,COL_1044,COL_1045,COL_1157,COL_1239,COL_4488,COL_4489,COL_4764,COL_4923,COL_20060,COL_20061,COL_20062,COL_20063
128691222,Регулировка и наладка систем вентиляции,128681536,migration,-,101850304,Вентилляция,154,,,0,2999,0,0,226721570,226721645
128691223,Замена и восстановление работоспособности отдельных общедомовых элементов,128681536,migration,-,3588894,Вентилляция,155,,,0,2999,0,0,226721570,226721645
128691224,Иное (Работы по содержанию и ремонту систем вентиляции),128681536,migration,-,,Вентилляция,156,,,0,2999,0,0,226721570,226721645
128691225,Проверка состояния системы внутридомового газового оборудования и ее отдельных элементов,128681537,migration,-,3588898,Вентилляция,158,,,0,2999,0,0,226721575,226721644
128691226,Замена и восстановление работоспособности отдельных элементов системы внутридомового газового оборудования,128681537,migration,-,3588898,Газ,159,,,0,2999,0,0,226721575,226721644
128691227,Иное (Работы по содержанию и ремонту систем внутридомового газового оборудования),128681537,migration,-,,Газ,160,,,0,2999,0,0,226721575,226721644
128691228,Устранение аварии,128681538,migration,Незамедлительное реагирование с момента получения заявки,3588894,Газ,162,3274944,,0,2999,0,0,226721579,226721614
128691229,Выполнение заявок населения,128681538,migration,Незамедлительное реагирование с момента получения заявки,101850304,Авария,163,3274944,,0,2999,0,0,226721579,226721614
128691230,Иное (Обеспечение устранения аварий на внутридомовых инженерных системах в многоквартирном доме),128681538,migration,-,,Авария,164,,,0,2999,0,0,226721579,226721614
128691231,Дератизация,128681541,migration,1 раз(а) в год,2048730,Авария,168,3274956,1,0,2999,0,0,226721585,226721621
128691232,Дезинсекция,128681541,migration,-,2048730,Дезинсекция,169,,,0,2999,0,0,226721585,226721621
128691233,Техническая инвентаризация,128681542,migration,-,101850304,Дезинсекция,171,,,0,2999,0,0,226721588,226721604
128691234,Техническое обслуживание систем дистанционного снятия показаний индивидуальных приборов учета (водопотребления и электроэнергии),128681542,migration,-,3588898,Техническое обслуживание,172,,,0,2999,0,0,226721588,226721638
128691235,Иное (Прочие работы и услуги по содержанию и ремонту общего имущества в многоквартирном доме),128681542,migration,-,,Счетчики,173,,,0,2999,0,0,226721588,226721604
128691236,Подметание земельного участка в летний период,128681543,migration,1 раз(а) в день,2048730,Уборка улицы,175,3274952,1,0,2999,0,0,226721592,226721625
128691237,Полив тротуаров,128681543,migration,1 раз(а) в сутки при температуре воздуха более 25 градусов,2048730,Уборка улицы,176,3274960,1,0,2999,0,0,226721592,226721625
128691238,"Уборка мусора с газона, очистка урн",128681543,migration,1 раз(а) в день,2048730,Уборка улицы,177,3274952,1,0,2999,0,0,226721592,226721625
128691239,Уборка мусора на контейнерных площадках,128681543,migration,-,2048730,Мусор,178,,,0,2999,0,0,226721592,226721625
128691240,Полив газонов,128681543,migration,-,2048730,Мусор,179,,,0,2999,0,0,226721592,226721606
128691241,Стрижка газонов,128681543,migration,-,2048730,Благоустройство двора,180,,,0,2999,0,0,226721592,226721606
128691242,Подрезка деревьев и кустов,128681543,migration,1 раз(а) в год,3588898,Благоустройство двора,181,3274956,1,0,2999,0,0,226721592,226721606
128691243,"Очистка и ремонт детских и спортивных площадок, элементов благоустройства",128681543,migration,В ходе подготовки к эксплуатации дома в весенне-летний период,3588898,Благоустройство двора,182,3274963,,0,2999,0,0,226721592,226721625
128691244,Сдвижка и подметание снега,128681543,migration,В течение 3 часов после обнаружения,2048730,Благоустройство двора,183,3274949,3,0,2999,0,0,226721592,226721625
128691245,Ликвидация скользкости,128681543,migration,В течение 3 часов после обнаружения,2048730,Снег,184,3274949,3,0,2999,0,0,226721592,226721625
128691246,"Иное (Работы по содержанию земельного участка с элементами озеленения и благоустройства, иными объектами, предназначенными для обслуживания и эксплуатации многоквартирного дома)",128681543,migration,-,,Снег,185,,,0,2999,0,0,226721592,226721625
128691247,Влажное подметание лестничных площадок и маршей нижних 2 этажей,128681545,migration,1 раз(а) в день,2048730,Благоустройство двора,3,3274952,1,0,2999,0,0,226721420,226721662
128691248,Влажное подметание лестничных площадок и маршей выше 2-го этажа,128681545,migration,1 раз(а) в неделю,2048730,Уборка,4,3274970,1,0,2999,0,0,226721420,226721662
128691249,Влажное подметание места перед загрузочными клапанами мусоропроводов,128681545,migration,1 раз(а) в неделю,2048730,Уборка,5,3274970,1,0,2999,0,0,226721420,226721635
128691250,Уборка загрузочных клапанов мусоропровода,128681545,migration,1 раз(а) в неделю,2048730,Уборка,6,3274970,1,0,2999,0,0,226721420,226721635
128691251,Мытье пола кабины лифта,128681545,migration,1 раз(а) в день,2048730,Мусоропровод,7,3274952,1,0,2999,0,0,226721420,226721637
128691252,Мытье лестничных площадок и маршей нижних 2-х этажей,128683825,migration,-,2048730,Уборка,9,,,0,2999,0,0,226721426,226721662
128691253,Мытье лестничных площадок и маршей выше 2-го этажа,128683825,migration,-,2048730,Уборка,10,,,0,2999,0,0,226721426,226721662
128691254,Мытье окон,128681545,migration,1 раз(а) в год,3588898,Уборка,11,3274956,1,0,2999,0,0,226721420,226721628
128691255,Влажная протирка стен на лестничных клетках,128683826,migration,1 раз(а) в год,2048730,Уборка,13,3274956,1,0,2999,0,0,226721430,226721609
128691256,Влажная протирка плафонов на лестничных клетках,128683826,migration,1 раз(а) в год,3588898,Уборка,14,3274956,1,0,2999,0,0,226721430,226721639
128691257,Влажная протирка дверных полотен на лестничных клетках,128683826,migration,1 раз(а) в год,3588898,Уборка,15,3274956,1,0,2999,0,0,226721430,226721632
128691258,Влажная протирка подоконников,128683826,migration,2 раза в год,3588898,Уборка,16,3274956,2,0,2999,0,0,226721430,226721621
128691259,Влажная протирка оконных решеток,128683826,migration,1 раз(а) в год,3588898,Уборка,17,3274956,1,0,2999,0,0,226721430,226721628
128691260,Влажная протирка чердачных лестниц,128683826,migration,1 раз(а) в год,2048730,Уборка,18,3274956,1,0,2999,0,0,226721430,226721656
128691261,Влажная протирка отопительных приборов,128683826,migration,2 раза в год,3588898,Уборка,19,3274956,2,0,2999,0,0,226721430,226721621
128691262,"Влажная протирка шкафов для электросчетчиков, слаботочных устройств",128683826,migration,1 раз(а) в год,3588898,Уборка,20,3274956,1,0,2999,0,0,226721430,226721621
128691263,Влажная протирка почтовых ящиков,128683826,migration,1 раз(а) в год,3588898,Уборка,21,3274956,1,0,2999,0,0,226721430,226721621
128691264,"Влажная протирка стен, дверей кабины лифта",128683826,migration,1 раз(а) в год,2048730,Уборка,22,3274956,1,0,2999,0,0,226721430,226721637
128691265,Очистка кровли и ее элементов (в том числе козырьков над подъездами) от мусора и листьев,128683827,migration,2 раз(а) в год,2048730,Уборка,24,3274956,2,0,2999,0,0,226721441,226721610
128691266,Очистка кровли от снега,128683827,migration,В течение 3 часов после снегопада,2048730,Очистка кровли,25,3274972,3,0,2999,0,0,226721441,226721610
128691267,Очистка кровли от снега и наледеобразований,128683827,migration,-,2048730,Очистка кровли,26,,,0,2999,0,0,226721441,226721610
128691268,Смена частей водосточных труб,128683828,migration,-,3588900,Очистка кровли,28,,,0,2999,0,0,226721445,226721647
128691269,Прочистка водоприемной воронки внутреннего водостока,128683828,migration,В течение 5 суток после обнаружения,3588898,Водосток,29,3274950,5,0,2999,0,0,226721445,226721647
128691270,Очистка подвалов и чердаков от мусора,128681545,migration,1 раз(а) в год,2048730,Водосток,30,3274956,1,0,2999,0,0,226721420,226721621
128691271,Уборка мусороприемной камеры ,128681545,migration,-,2048730,"Чердаки, подвалы",31,,,0,2999,0,0,226721420,226721635
128691272,"Ремонт почтовых ящиков, установка, смена замка",128681545,migration,В течении 1 суток с момента получения заявки,3588898,Мусоропровод,32,3274947,1,0,2999,0,0,226721420,226721621
128691273,"Иное (Работы по содержанию помещений, входящих в состав общего имущества в многоквартирном доме)",128681545,migration,-,,Почтовые ящики,33,,,0,2999,0,0,226721420,226721621
128691274,Удаление мусора из мусороприемных камер,128681546,migration,-,,Мусор,35,,,0,2999,0,0,226721452,226721635
128691275,Иное (Работы по обеспечению вывоза твердых бытовых отходов),128681546,migration,-,,Мусоропровод,36,,,0,2999,0,0,226721452,226721604
128691276,Восстановление поврежденных участков фундаментов,128683822,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,2048730,Мусор,40,3274964,1,0,2999,0,0,226721457,226721630
128691277,Восстановление гидроизоляции и систем водоотвода фундаментов ,128683822,migration,-,3588894,Фундамент,41,,,0,2999,0,0,226721457,226721630
128691278,Восстановление поврежденных участков вентиляционных продухов,128683822,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,3588894,Вентилляция,42,3274964,1,0,2999,0,0,226721457,226721630
128691279,Восстановление поврежденных участков входов в подвалы,128683822,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,3588894,"Чердаки, подвалы",43,3274964,1,0,2999,0,0,226721457,226721630
128691280,Иное (Фундамент),128683822,migration,-,,"Чердаки, подвалы",44,,,0,2999,0,0,226721457,226721630
128691126,Герметизация стыков стен и фасадов,128683823,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,3588900,Стены и фасад,46,3274964,1,0,2999,0,0,226721463,226721605
128691127,Заделка и восстановление архитектурных элементов,128683823,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,3588894,Стены и фасад,47,3274964,1,0,2999,0,0,226721463,226721627
128691128,Ремонт штукатурки гладких фасадов,128683823,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,2048730,Стены и фасад,48,3274964,1,0,2999,0,0,226721463,226721627
128691129,"Окраска, промывка фасадов",128683823,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,2048730,Стены и фасад,49,3274964,1,0,2999,0,0,226721463,226721627
128691130,Восстановление поврежденных участков цоколей,128683823,migration,Устранение по мере обнаружения дефектов,2048730,Стены и фасад,50,3274966,,0,2999,0,0,226721463,226721621
128691131,"Окраска, промывка цоколей",128683823,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,2048730,Стены и фасад,51,3274964,1,0,2999,0,0,226721463,226721621
128691132,Смена пластмассового короба домового знака или уличного указателя,128683823,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,3588898,Стены и фасад,52,3274964,1,0,2999,0,0,226721463,226721636
128691133,Восстановление гидроизоляции между цокольной частью здания и стенами,128683823,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,2048730,Стены и фасад,53,3274964,1,0,2999,0,0,226721463,226721621
128691134,Иное (Стены и фасад),128683823,migration,-,,Стены и фасад,54,,,0,2999,0,0,226721463,226721605
128691135,Частичная смена отдельных деревянных элементов,128683816,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,2048730,Стены и фасад,56,3274964,1,0,2999,0,0,226721473,226721617
128691136,Заделка швов и трещин,128683816,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,3588900,Стены и фасад,57,3274964,1,0,2999,0,0,226721473,226721617
128691137,Укрепление и окраска,128683816,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,2048730,Стены и фасад,58,3274964,1,0,2999,0,0,226721473,226721617
128691138,Иное (Перекрытия),128683816,migration,-,,Перекрытия,59,,,0,2999,0,0,226721473,226721617
128691139,Усиление элементов деревянной стропильной системы,128683817,migration,Осмотр 2 раз в год. По итогам осмотра работы включаются в план текущего ремонта,3588898,Перекрытия,61,3274964,2,0,2999,0,0,226721478,226721631
128691140,"Устранение неисправностей и ремонт стальных, асбестоцементных и других кровельных покрытий",128683817,migration,Осмотр 2 раз в год. По итогам осмотра работы включаются в план текущего ремонта,2048730,Стены и фасад,62,3274964,2,0,2999,0,0,226721478,226721605
128691141,Разборка и ремонт кровли из рулонных материалов,128683817,migration,Осмотр 2 раз в год. По итогам осмотра работы включаются в план текущего ремонта,2048730,Крыши,63,3274964,2,0,2999,0,0,226721478,226721610
128691142,Ремонт частей водосточных труб,128684268,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,3588900,Водосток,65,3274964,1,0,2999,0,0,226721482,226721647
128691143,Ремонт металлической парапетной решетки,128684268,migration,Устранение по мере обнаружения дефектов,2048730,"Лестницы, пандусы, крыльцо",66,3274966,,0,2999,0,0,226721482,226721605
128691144,Окраска конструкций и элементов крыши,128683817,migration,-,2048730,Крыши,67,,,0,2999,0,0,226721478,226721605
128691145,Иное (Крыши),128683817,migration,-,,Крыши,68,,,0,2999,0,0,226721478,226721605
128691146,Ремонт дверей в помещениях общего пользования,128683818,migration,Устранение по мере обнаружения дефектов,3588898,Двери,70,3274966,,0,2999,0,0,226721487,226721632
128691147,Замена дверей в помещениях общего пользования,128683818,migration,Устранение по мере обнаружения дефектов,3588898,Двери,71,3274966,,0,2999,0,0,226721487,226721632
128691148,Ремонт или замена входных дверей в подъезды,128683818,migration,-,3588898,Двери,72,,,0,2999,0,0,226721487,226721621
128691149,Ремонт окон в помещениях общего пользования,128683818,migration,Устранение по мере обнаружения дефектов,3588898,Окна,73,3274966,,0,2999,0,0,226721487,226721628
128691150,Замена окон в помещениях общего пользования,128683818,migration,Устранение по мере обнаружения дефектов,3588898,Окна,74,3274966,,0,2999,0,0,226721487,226721628
128691151,Установка и текущий ремонт доводчиков,128683818,migration,Устранение по мере обнаружения дефектов,3588898,Двери,75,3274966,,0,2999,0,0,226721487,226721632
128691152,"Иное (Оконные и дверные заполнения на лестничных клетках и во вспомогательных помещениях общего пользования, входные двери)",128683818,migration,-,,Окна,76,,,0,2999,0,0,226721487,226721621
128691153,Восстановление лестницы,128683819,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,2048730,"Лестницы, пандусы, крыльцо",78,3274964,1,0,2999,0,0,226721495,226721662
128691154,Замена лестницы,128683819,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,3588898,"Лестницы, пандусы, крыльцо",79,3274964,1,0,2999,0,0,226721495,226721662
128691155,Восстановление пандуса,128683819,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,3588898,"Лестницы, пандусы, крыльцо",80,3274964,1,0,2999,0,0,226721495,226721621
128691156,Замена пандуса,128683819,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,3588898,"Лестницы, пандусы, крыльцо",81,3274964,1,0,2999,0,0,226721495,226721621
128691157,Восстановление крыльца,128683819,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,3588898,"Лестницы, пандусы, крыльцо",82,3274964,1,0,2999,0,0,226721495,226721621
128691158,Замена крыльца,128683819,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,3588898,"Лестницы, пандусы, крыльцо",83,3274964,1,0,2999,0,0,226721495,226721621
128691159,"Восстановление козырьков над входами в подъезды, ремонт кровельного покрытия козырьков, ложных балконов",128683819,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,3588898,"Лестницы, пандусы, крыльцо",84,3274964,1,0,2999,0,0,226721495,226721621
128691160,Замена козырьков над входами в подъезды,128683819,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,3588898,"Лестницы, пандусы, крыльцо",85,3274964,1,0,2999,0,0,226721495,226721621
128691161,Восстановление конструкций над балконами верхних этажей,128683819,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,3588898,Стены и фасад,86,3274964,1,0,2999,0,0,226721495,226721621
128691162,Замена конструкций над балконами верхних этажей,128683819,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,3588898,Стены и фасад,87,3274964,1,0,2999,0,0,226721495,226721621
128691163,"Ремонт полов (на лестницах, чердаках, в холлах и подвалах)",128683819,migration,-,2048730,"Чердаки, подвалы",88,,,0,2999,0,0,226721495,226721621
128691164,"Иное (Лестницы, пандусы, крыльца, козырьки над входами в подъезды, подвалы и над балконами верхних этажей)",128683819,migration,-,,"Лестницы, пандусы, крыльцо",89,,,0,2999,0,0,226721495,226721605
128691165,Восстановление отделки стен,128683820,migration,-,2048730,Клетка,91,,,0,2999,0,0,226721508,226721609
128691166,Восстановление отделки потолков,128683820,migration,-,2048730,Клетка,92,,,0,2999,0,0,226721508,226721608
128691167,Ремонт лестничных клеток,128683820,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,2048730,Клетка,93,3274964,1,0,2999,0,0,226721508,226721663
128691168,Ремонт технических и вспомогательных помещений,128683820,migration,Осмотр 1 раз в год. По итогам осмотра работы включаются в план текущего ремонта,2048730,Клетка,94,3274964,1,0,2999,0,0,226721508,226721621
128691169,Утепление чердачных перекрытий,128683821,migration,В ходе подготовки к эксплуатации дома в осенне-зимний период,2048730,"Чердаки, подвалы",96,3274961,,0,2999,0,0,226721513,226721656
128691170,Утепление трубопроводов в чердачных помещениях,128683821,migration,В ходе подготовки к эксплуатации дома в осенне-зимний период,3588900,"Чердаки, подвалы",97,3274961,,0,2999,0,0,226721513,226721614
128691171,Утепление трубопроводов в подвальных помещениях,128683821,migration,В ходе подготовки к эксплуатации дома в осенне-зимний период,3588900,"Чердаки, подвалы",98,3274961,,0,2999,0,0,226721513,226721614
128691172,"Изготовление новых или ремонт существующих ходовых досок и переходных мостиков на чердаках, в подвалах",128683821,migration,Устранение по мере обнаружения дефектов,2048730,"Чердаки, подвалы",99,3274966,,0,2999,0,0,226721513,226721621
128691173,"Иное (Ремонт чердаков, подвалов)",128683821,migration,-,,"Чердаки, подвалы",100,,,0,2999,0,0,226721513,226721621
128691174,Консервация (расконсервация) поливочной системы,128681532,migration,-,3588894,Благоустройство двора,102,,,0,2999,0,0,226721519,226721614
128691175,"Ремонт, регулировка, промывка и опрессовка систем центрального отопления, утепление бойлеров",128681532,migration,В ходе подготовки к эксплуатации дома в осенне-зимний период,3588894,Отопление,103,3274961,,0,2999,0,0,226721519,226721640
128691176,Утепление вентиляционных и дымовых каналов,128681532,migration,В ходе подготовки к эксплуатации дома в осенне-зимний период,3588898,Вентилляция,104,3274961,,0,2999,0,0,226721519,226721645
128691177,Прочистка вентиляционных и дымовых каналов,128681532,migration,В ходе подготовки к эксплуатации дома в осенне-зимний период,3588898,Вентилляция,105,3274961,,0,2999,0,0,226721519,226721645
128691178,Ремонт и утепление наружных водоразборных кранов,128681532,migration,В ходе подготовки к эксплуатации дома в осенне-зимний период,3588894,Водоснабжение,106,3274961,,0,2999,0,0,226721519,226721614
128691179,"Проведение технических осмотров систем водопровода и канализации, центрального отопления и горячего водоснабжения, электротехнических устройств, вентиляционных каналов",128681532,migration,В ходе подготовки к эксплуатации дома в осенне-зимний период,3588894,Канализация,107,3274961,,0,2999,0,0,226721519,226721614
128691180,"Устранение неисправностей в системах водопровода и канализации, центрального отопления и горячего водоснабжения, электротехнических устройств, вентиляционных и дымовых каналов",128681532,migration,В ходе подготовки к эксплуатации дома в осенне-зимний период,3588894,Канализация,108,3274961,,0,2999,0,0,226721519,226721614
128691181,Проверка исправности канализационных вытяжек,128681532,migration,Устранение по мере обнаружения дефектов,3588898,Канализация,109,3274966,,0,2999,0,0,226721519,226721643
128691182,Устранение засора внутреннего канализационного трубопровода,128681532,migration,-,101850304,Канализация,110,,,0,2999,0,0,226721519,226721643
128691183,Регулировка и наладка систем автоматики расширительных баков,128681532,migration,В ходе подготовки к эксплуатации дома в осенне-зимний период,3588894,Мусоропровод,111,3274961,,0,2999,0,0,226721519,226721621
128691184,"Проверка заземления оболочки электрокабеля, оборудования (насосы, щитовые вентиляторы и др.)",128681532,migration,-,3588894,Электричество,112,,,0,2999,0,0,226721519,226721639
128691185,"Замеры сопротивления изоляции проводов, трубопроводов и восстановление цепей заземления",128681532,migration,-,3588894,Электричество,113,,,0,2999,0,0,226721519,226721639
128691186,"Поверка общедомовых приборов учета горячего и холодного водоснабжения, отопления, электроснабжения",128681532,migration,В ходе подготовки к эксплуатации дома в осенне-зимний период,3588898,Счетчики,114,3274961,,0,2999,0,0,226721519,226721638
226721419,Работы (услуги) по управлению многоквартирным домом,128681544,migration,,,Техническое обслуживание,1,,,0,2999,0,0,,226721604
226721420,"Работы по содержанию помещений, входящих в состав общего имущества в многоквартирном доме",128681545,migration,,,Техническое обслуживание,2,,,0,2999,0,0,,226721621
226721426,Мытье лестничных площадок и маршей,128681545,migration,,,Уборка,8,,,0,2999,0,0,226721420,226721621
226721430,Влажная протирка,128681545,migration,,,Уборка,12,,,0,2999,0,0,226721420,226721621
226721441,Очистка кровли,128681545,migration,,,Крыши,23,,,0,2999,0,0,226721420,226721605
226721445,Смена частей водосточных труб и прочистка внутреннего водостока,128681545,migration,,,Водосток,27,,,0,2999,0,0,226721420,226721614
226721452,Работы по обеспечению вывоза твердых бытовых отходов,128681546,migration,,,Мусор,34,,,0,2999,0,0,,226721604
226721455,Работы по обеспечению вывоза крупногабаритного мусора,128681547,migration,,,Мусор,37,,,0,2999,0,0,,226721604
226721456,Работы по содержанию и ремонту конструктивных элементов (несущих и ненесущих конструкций) многоквартирных домов,128681548,migration,,,Мусор,38,,,0,2999,0,0,,226721605
226721457,Фундамент,128681548,migration,,,Фундамент,39,,,0,2999,0,0,226721456,226721605
226721463,Стены и фасад,128681548,migration,,,Стены и фасад,45,,,0,2999,0,0,226721456,226721605
226721473,Перекрытия,128681548,migration,,,Перекрытия,55,,,0,2999,0,0,226721456,226721605
226721478,Крыши,128681548,migration,,,Крыши,60,,,0,2999,0,0,226721456,226721605
226721482,Ремонт конструкций и элементов крыши,128681548,migration,,,Крыши,64,,,0,2999,0,0,226721478,226721605
226721487,"Оконные и дверные заполнения на лестничных клетках и во вспомогательных помещениях общего пользования, входные двери",128681548,migration,,,Окна,69,,,0,2999,0,0,226721456,226721621
226721495,"Лестницы, пандусы, крыльца, козырьки над входами в подъезды, подвалы и над балконами верхних этажей",128681548,migration,,,"Лестницы, пандусы, крыльцо",77,,,0,2999,0,0,226721456,226721605
226721508,"Внутренняя отделка в подъездах, технических помещениях, и других помещениях общего пользования",128681548,migration,,,Клетка,90,,,0,2999,0,0,226721456,226721621
226721513,"Ремонт чердаков, подвалов",128681548,migration,,,"Чердаки, подвалы",95,,,0,2999,0,0,226721456,226721621
226721519,"Работы по содержанию и ремонту оборудования и систем инженерно-технического обеспечения, входящих в состав общего имущества в многоквартирном доме",128681532,migration,,,Клетка,101,,,0,2999,0,0,,226721614
226721549,Работы по содержанию и ремонту мусоропроводов в многоквартирном доме,128681533,migration,,,Мусоропровод,131,,,0,2999,0,0,,226721635
226721561,Работы по содержанию и ремонту лифта (лифтов) в многоквартирном доме,128681534,migration,,,Лифт,143,,,0,2999,0,0,,226721637
226721565,Работы по обеспечению требований пожарной безопасности,128681535,migration,,,Пожарная безопасность,147,,,0,2999,0,0,,226721604
226721570,Работы по содержанию и ремонту систем вентиляции,128681536,migration,,,Вентилляция,152,,,0,2999,0,0,,226721645
226721575,Работы по содержанию и ремонту систем внутридомового газового оборудования,128681537,migration,,,Газ,157,,,0,2999,0,0,,226721644
226721579,Обеспечение устранения аварий на внутридомовых инженерных системах в многоквартирном доме,128681538,migration,,,Авария,161,,,0,2999,0,0,,226721614
226721583,"Расход электроэнергии, потребленной на дежурное освещение мест общего пользования и работу лифтов (общедомовые нужды)",128681539,migration,,,Электричество,165,,,0,2999,0,0,,226721639
226721584,Расход воды на общедомовые нужды,128681540,migration,,,Водоснабжение,166,,,0,2999,0,0,,226721614
226721585,"Проведение дератизации и дезинсекции помещений, входящих в состав общего имущества в многоквартирном доме",128681541,migration,,,Дезинсекция,167,,,0,2999,0,0,,226721621
226721588,Прочие работы и услуги по содержанию и ремонту общего имущества в многоквартирном доме,128681542,migration,,,Техническое обслуживание,170,,,0,2999,0,0,,226721604
226721592,"Работы по содержанию земельного участка с элементами озеленения и благоустройства, иными объектами, предназначенными для обслуживания и эксплуатации многоквартирного дома",128681543,migration,,,Благоустройство двора,174,,,0,2999,0,0,,226721625
